City,State,Lat,Lng,ID
Apaxco de Ocampo,México,19.98,-99.17,1484505240
Los Reyes de Juarez,Puebla,18.9458,-97.8058,1484937929
Tuxpan,Michoacán,19.5661,-100.4625,1484359180
Jalpan,Querétaro,21.2167,-99.4725,1484214957
Castanos,Coahuila,26.7833,-101.4167,1484472740
Cueramaro,Guanajuato,20.6258,-101.6739,1484743958
Tepehuacan de Guerrero,Hidalgo,21.0131,-98.8442,1484592101
San Agustin Tlaxiaca,Hidalgo,20.1144,-98.8867,1484185265
Villagran,Guanajuato,20.517,-100.983,1484237393
Amatepec,México,18.65,-100.15,1484058749
Nava,Coahuila,28.4214,-100.7675,1484120104
Atitalaquia,Hidalgo,20.0583,-99.2208,1484827281
Acapetahua,Chiapas,15.2333,-92.7667,1484664781
Paracuaro,Michoacán,19.1467,-102.2194,1484022148
Tlaxcoapan,Hidalgo,20.0953,-99.22,1484883241
Miacatlan,Morelos,18.7722,-99.3547,1484216622
Cuajinicuilapa,Guerrero,16.4717,-98.4153,1484450188
Tecolutla,Veracruz,20.4797,-97.01,1484719991
Jaltenco,México,19.7511,-99.0931,1484504076
Tehuipango,Veracruz,18.5167,-97.05,1484975485
Santiago Papasquiaro,Durango,25.0439,-105.4192,1484176278
Tuxpan,Nayarit,21.8667,-105.45,1484274950
Huaquechula,Puebla,18.7667,-98.55,1484461466
Puerto Escondido,Oaxaca,15.8619,-97.0672,1484644846
Ciudad Altamirano,Guerrero,18.3472,-100.6531,1484274706
Tecax,Yucatán,20.2019,-89.2881,1484782521
Felipe Carrillo Puerto,Quintana Roo,19.5786,-88.0453,1484914299
Huejotzingo,Puebla,19.1619,-98.4064,1484474577
Arriaga,Chiapas,16.2361,-93.8995,1484409481
Pinal de Amoles,Querétaro,21.1342,-99.4586,1484630305
Acatlan,Jalisco,20.2333,-103.5333,1484516807
Atlatlahucan,Morelos,18.935,-98.9,1484784884
Miahuatlan,Puebla,18.5667,-97.4333,1484649521
Alamo,Veracruz,20.9167,-97.675,1484161565
Santa Maria Tonameca,Oaxaca,15.7458,-96.5472,1484998049
Sultepec,México,18.8667,-99.95,1484381977
Hunucma,Yucatán,21.0153,-89.8744,1484800428
Ixhuatlancillo,Veracruz,18.9,-97.15,1484287458
Jamay,Jalisco,20.29,-102.71,1484510036
Zumpango del Rio,Guerrero,17.65,-99.5,1484750477
Carlos A. Carrillo,Veracruz,18.3667,-95.75,1484904757
Amatan,Chiapas,17.3667,-92.8167,1484881501
San Agustin Loxicha,Oaxaca,16.0167,-96.6167,1484509506
Las Margaritas,Chiapas,16.3159,-91.9816,1484007496
El Salto,Durango,23.7823,-105.3585,1484463833
Santa Maria Colotepec,Oaxaca,15.8833,-96.9167,1484824159
Manlio Fabio Altamirano,Veracruz,19.1003,-96.3411,1484739619
Tantoyuca,Veracruz,21.35,-98.2333,1484205572
San Miguel Ocotenco,Puebla,19.0666,-97.4525,1484616570
Ciudad Serdan,Puebla,18.9833,-97.45,1484943496
Atotonilco el Grande,Hidalgo,20.6667,-98.6667,1484578299
San Juan Cotzocon,Oaxaca,17.1667,-95.7833,1484942065
Cazones de Herrera,Veracruz,20.7044,-97.3106,1484665627
Ahualulco de Mercado,Jalisco,20.6167,-103.8667,1484137273
Tecali,Puebla,18.9,-97.9667,1484035847
San Martin Totolan,Michoacán,20.0833,-102.65,1484775588
Cerro Azul,Veracruz,21.192,-97.7409,1484720981
General Panfilo Natera,Zacatecas,22.665,-102.1097,1484662922
San Buenaventura,Coahuila,27.0625,-101.5467,1484100040
Doctor Mora,Guanajuato,21.1425,-100.3192,1484329164
La Higuerita,Jalisco,19.5,-104.8833,1484769959
La Huerta,Jalisco,19.4833,-104.65,1484366583
Ozuluama de Mascarenas,Veracruz,21.6667,-97.85,1484230951
Motul,Yucatán,21.1667,-89.4667,1484505595
Tototlan,Jalisco,20.5333,-102.7833,1484885208
Soledad Atzompa,Veracruz,18.75,-97.15,1484642759
Tamiahua,Veracruz,21.2788,-97.4462,1484634319
Rafael Delgado,Veracruz,18.8167,-97.0667,1484016423
Oxkutzkab,Yucatán,20.3056,-89.4183,1484480343
Frontera,Tabasco,18.5336,-92.6469,1484000527
Malinalco,México,18.9483,-99.4947,1484454332
Naolinco de Victoria,Veracruz,19.6367,-96.8525,1484476201
San Miguel de Papasquiaro,Durango,24.8304,-105.34,1484521716
Ojinaga,Chihuahua,29.5644,-104.4164,1484761843
Tequixquiac,México,19.9097,-99.1417,1484908675
Yahualica de Gonzalez Gallo,Jalisco,21.1781,-102.886,1484271707
Tlacolula de Matamoros,Oaxaca,16.9542,-96.4792,1484076523
Huautla,Hidalgo,21.0308,-98.285,1484208664
Emiliano Zapata,Tabasco,17.7446,-91.7651,1484000334
Puente Nacional,Veracruz,19.3333,-96.4833,1484974086
Acatlan,Hidalgo,20.1444,-98.4383,1484652472
Yahualica,Hidalgo,20.9531,-98.38,1484980764
Huejucar,Jalisco,22.3591,-103.2108,1484409823
Ocatlan,Tlaxcala,19.3167,-98.2283,1484715262
Chalchihuitan,Chiapas,17.0333,-92.6167,1484099582
Axapusco,México,19.7194,-98.7972,1484580584
Pueblo Juarez,Chiapas,17.7,-93.2,1484543161
Charo,Michoacán,19.75,-101.05,1484226531
Magdalena,Jalisco,20.9167,-103.95,1484476169
Chapa de Mota,México,19.8144,-99.5269,1484616953
Comalapa,Chiapas,15.65,-92.15,1484741837
Tixtla de Guerrero,Guerrero,17.5667,-99.4,1484176714
Sombrerete,Zacatecas,23.6333,-103.6397,1484007324
Ocotlan de Morelos,Oaxaca,16.7914,-96.675,1484002311
Tlaltenango de Sanchez Roman,Zacatecas,21.7815,-103.3059,1484361545
Cuilapan de Guerrero,Oaxaca,16.9972,-96.7817,1484534441
Chapala,Jalisco,20.2961,-103.1911,1484011650
Acatic,Jalisco,20.7803,-102.91,1484373854
San Martin de las Piramides,México,19.7333,-98.8167,1484000182
Allende,Coahuila,28.3333,-100.8333,1484737223
Fortin de las Flores,Veracruz,18.9,-97.0,1484333240
Tapalpa,Jalisco,19.9445,-103.7585,1484280338
Degollado,Jalisco,20.4667,-102.15,1484086425
Valle Nacional,Oaxaca,17.7667,-96.3,1484002795
Nogales,Veracruz,18.8167,-97.1667,1484829832
Chocaman,Veracruz,19.0167,-97.0333,1484659925
Altepexi,Puebla,18.35,-97.3167,1484498863
Xoxocotla,Morelos,18.685,-99.2439,1484012470
Texistepec,Veracruz,17.9,-94.8167,1484059063
Chachahuantla,Puebla,20.2756,-98.1503,1484829941
Pahuatlan de Valle,Puebla,20.2756,-98.1503,1484531785
Tepexi de Rodriguez,Puebla,18.5833,-97.9333,1484944836
Chapulhuacan,Hidalgo,21.1547,-98.9039,1484747290
La Resolana,Jalisco,19.3425,-104.2878,1484556709
Atoyac de Alvarez,Guerrero,17.2,-100.4333,1484657833
Colonia General Felipe Angeles,Durango,23.9167,-104.6,1484647102
Santa Maria Chilchotla,Oaxaca,18.2333,-96.8167,1484011437
Las Vigas de Ramirez,Veracruz,19.6369,-97.1,1484942376
Cruz Grande,Guerrero,16.7333,-99.1333,1484074616
Huanimaro,Guanajuato,20.3675,-101.4969,1484325445
Villa Hidalgo,Jalisco,21.6667,-102.6,1484702656
Naranjos,Veracruz,21.3509,-97.6866,1484227797
Teopisca,Chiapas,16.55,-92.5,1484755833
Castillo de Teayo,Veracruz,20.75,-97.6333,1484628176
Etzatlan,Jalisco,20.7667,-104.1333,1484334826
Cardenas,San Luis Potosí,22.01,-99.652,1484956696
Ciudad Miguel Aleman,Tamaulipas,26.4003,-99.0253,1484636817
El Arenal,Jalisco,20.7,-103.6167,1484970184
Comapa,Veracruz,19.165,-96.8856,1484768761
Zimatlan de Alvarez,Oaxaca,16.8667,-96.7833,1484989287
Tepetlixpa,México,19.0006,-98.8178,1484018861
Peto,Yucatán,20.1256,-88.9214,1484013411
Atlapexco,Hidalgo,21.0221,-98.3543,1484002302
Calvillo,Aguascalientes,21.85,-102.7167,1484468847
Colotlan,Jalisco,22.2,-103.3,1484670065
Chiconcuac,México,19.55,-98.9,1484345092
Lerdo de Tejada,Veracruz,18.638,-95.5085,1484800186
San Juan Zitlaltepec,México,19.7167,-99.05,1484882196
Hidalgotitlan,Veracruz,17.7833,-94.6333,1484749313
Suchiapa,Chiapas,16.6181,-93.0942,1484835465
Jesus Maria,Jalisco,20.6078,-102.2242,1484588871
Cardonal,Hidalgo,20.6167,-99.1167,1484936605
Jose Cardel,Veracruz,19.3667,-96.3667,1484785956
Mapastepec,Chiapas,15.4411,-92.8916,1484386885
Texcaltitlan,México,18.9297,-99.9372,1484685265
Puerto Morelos,Quintana Roo,20.8536,-86.8753,1484801229
Jamiltepec,Oaxaca,16.2833,-97.8167,1484035155
Senguio,Michoacán,19.7328,-100.3522,1484696811
Cacahoatan,Chiapas,14.9898,-92.1681,1484991082
Cheran,Michoacán,19.6833,-101.95,1484573730
Ixtlahuacan del Rio,Jalisco,20.8667,-103.25,1484528814
Cotija de la Paz,Michoacán,19.8167,-102.6833,1484490839
Santa Ana Jilotzingo,México,19.4,-99.2333,1484669477
Vista Hermosa de Negrete,Michoacán,20.2717,-102.4749,1484012642
San Ignacio Cerro Gordo,Jalisco,20.7333,-102.517,1484086194
Ajacuba,Hidalgo,20.0833,-99.1167,1484132188
Huehuetla,Puebla,20.1075,-97.6233,1484001118
Tlalnelhuayocan,Veracruz,19.5667,-96.9667,1484053667
Santa Catarina Juquila,Oaxaca,16.2379,-97.2914,1484108848
Aldama,Chihuahua,28.8386,-105.9111,1484197521
Asuncion Nochixtlan,Oaxaca,17.45,-97.2167,1484302009
Santa Cruz Zenzontepec,Oaxaca,16.5333,-97.5,1484403131
Coalcoman de Vazquez Pallares,Michoacán,18.7833,-103.1667,1484699271
San Blas Atempa,Oaxaca,16.3167,-95.2167,1484548529
Cuautitlan,Jalisco,19.4522,-104.3583,1484216677
Filomeno Mata,Veracruz,20.2,-97.7,1484846261
Santiago Ixcuintla,Nayarit,21.811,-105.2079,1484248235
San Jose Tenango,Oaxaca,18.15,-96.7333,1484844323
Pijijiapan,Chiapas,15.6833,-93.2167,1484994799
San Sebastian Tutla,Oaxaca,17.0667,-96.6667,1484827954
Xochiatipan de Castillo,Hidalgo,20.8333,-98.285,1484688256
Tlacoachistlahuaca,Guerrero,16.7833,-98.2,1484268442
Cuquio,Jalisco,20.929,-103.0229,1484426156
Union de San Antonio,Jalisco,21.128,-102.006,1484001030
Zapotlan del Rey,Jalisco,20.4674,-102.9248,1484897349
San Bartolo Tutotepec,Hidalgo,20.4,-98.2,1484290508
Villa Corona,Jalisco,20.3989,-103.6889,1484753179
Mazapil,Zacatecas,24.6383,-101.5553,1484135363
Benito Juarez,Veracruz,20.8833,-98.2,1484526354
Amacuzac,Morelos,18.6,-99.37,1484072402
Palau,Coahuila,27.9167,-101.4167,1484142037
Santos Reyes Nopala,Oaxaca,16.1,-97.15,1484003311
Compostela,Nayarit,21.2333,-104.9,1484966833
Moloacan,Veracruz,17.9833,-94.35,1484009613
Tenango de Doria,Hidalgo,20.3356,-98.2267,1484595420
Ciudad Hidalgo,Chiapas,14.6792,-92.1497,1484360693
Pajapan,Veracruz,18.2667,-94.6833,1484768670
Tepatlaxco,Puebla,19.0667,-97.9667,1484624680
Tasquillo,Hidalgo,20.6167,-99.25,1484659098
Totutla,Veracruz,19.2167,-96.9667,1484089486
Ziracuaretiro,Michoacán,19.4333,-101.9167,1484827641
Mecayapan,Veracruz,18.2167,-94.8333,1484664655
Tecolotlan,Jalisco,20.1,-103.8333,1484469850
Ejutla de Crespo,Oaxaca,16.5672,-96.7308,1484630380
Pisaflores,Hidalgo,21.1933,-99.005,1484698691
Calnali,Hidalgo,20.9,-98.5833,1484014196
Tlahuelilpan,Hidalgo,20.1297,-99.2286,1484009996
San Felipe,Baja California,31.0275,-114.8353,1484794463
Ignacio de la Llave,Veracruz,18.6618,-95.9721,1484700629
Penamiller,Querétaro,21.0519,-99.815,1484158047
Dzitbalche,Campeche,20.3167,-90.05,1484603562
San Juan Lalana,Oaxaca,17.4667,-95.8833,1484819599
Guadalupe Victoria,Puebla,19.2833,-97.3333,1484527511
Zinapecuaro,Michoacán,19.8603,-100.8275,1484739166
Alfajayucan,Hidalgo,20.4,-99.35,1484991912
Salinas de Hidalgo,San Luis Potosí,22.628,-101.7156,1484391139
San Julian,Jalisco,21.0167,-102.1667,1484367855
Nuevo San Juan Parangaricutiro,Michoacán,19.4,-102.1333,1484014213
Chinampa de Gorostiza,Veracruz,21.3667,-97.7333,1484006654
Jilotepec,Veracruz,19.6097,-96.9511,1484009524
Jalpa de Mendez,Tabasco,18.1764,-93.0631,1484768624
Epitacio Huerta,Michoacán,20.1348,-100.2934,1484920890
Santa Maria Petapa,Oaxaca,16.8167,-95.1167,1484501021
Ciudad Guadalupe Victoria,Durango,24.4497,-104.1225,1484654052
Zapotlan de Juarez,Hidalgo,19.9667,-98.85,1484756389
Juchique de Ferrer,Veracruz,19.8333,-96.7,1484992524
Cosautlan,Veracruz,19.3333,-96.9833,1484430709
Oteapan,Veracruz,18.0,-94.6667,1484584805
Santa Anita,Sonora,30.5118,-111.1234,1484530456
Izamal,Yucatán,20.9314,-89.0178,1484567751
Venustiano Carranza,Chiapas,16.3294,-92.5625,1484842496
Santiago Tulantepec,Hidalgo,20.0397,-98.3575,1484221851
Ciudad de Huitzuco,Guerrero,18.3,-99.35,1484912284
El Rosario,Sinaloa,22.9922,-105.8572,1484373649
Vicente Guerrero,Durango,23.75,-103.9833,1484862775
Tlaltetela,Veracruz,19.3167,-96.9,1484184075
Ixhuatlan del Sureste,Veracruz,18.017,-94.38,1484815291
San Jacinto Amilpas,Oaxaca,17.1,-96.7667,1484813830
La Cruz,Sinaloa,23.9214,-106.8919,1484243519
Capilla de Guadalupe,Jalisco,20.65,-102.8,1484606464
Tatahuicapan,Veracruz,18.25,-94.7667,1484402622
Cosio,Aguascalientes,22.3667,-102.3,1484671410
Cochoapa el Grande,Guerrero,17.2,-98.45,1484944228
Madera,Chihuahua,29.19,-108.1414,1484958144
Ayutla de los Libres,Guerrero,16.9,-99.2167,1484235149
Tanhuato de Guerrero,Michoacán,20.2819,-102.3319,1484151979
Amatitan,Jalisco,20.835,-103.731,1484634445
Erongaricuaro,Michoacán,19.5833,-101.7167,1484012062
Chilcuautla,Hidalgo,20.3333,-99.2333,1484513510
Pureparo de Echaiz,Michoacán,19.9,-102.0167,1484222410
Pichucalco,Chiapas,17.5086,-93.1178,1484558261
Huasca de Ocampo,Hidalgo,20.2028,-98.5758,1484063344
San Pedro Tapanatepec,Oaxaca,16.3667,-94.2,1484844084
Zacualpan,México,18.7197,-99.78,1484694794
Nopala de Villagran,Hidalgo,20.2528,-99.6433,1484987808
Huitzilan,Puebla,19.9667,-97.6833,1484786185
La Magdalena Tlaltelulco,Tlaxcala,19.2667,-98.2,1484446251
El Arenal,Hidalgo,20.2167,-98.9167,1484425146
Zozocolco de Hidalgo,Veracruz,20.1333,-97.5833,1484949093
Acala,Chiapas,16.5533,-92.8069,1484788928
Talpa de Allende,Jalisco,20.3806,-104.8222,1484030876
Calkini,Campeche,20.3667,-90.05,1484329915
Tecuala,Nayarit,22.4004,-105.46,1484955369
Coquimatlan,Colima,19.2038,-103.8086,1484193381
Chemax,Yucatán,20.655,-87.9372,1484867017
San Mateo del Mar,Oaxaca,16.2,-94.9833,1484954959
Huixcolotla,Puebla,18.9147,-97.7736,1484332923
Cerritos,San Luis Potosí,22.4275,-100.2783,1484001904
Tepetzintla,Veracruz,21.1658,-97.8511,1484385901
Loreto,Baja California Sur,26.0128,-111.3433,1484876942
Tlaxcala,Tlaxcala,19.3125,-98.24,1484359502
Mineral del Monte,Hidalgo,20.1333,-98.6667,1484360018
Tecpan de Galeana,Guerrero,17.25,-100.6833,1484708548
Zontecomatlan de Lopez y Fuentes,Veracruz,20.7667,-98.3333,1484226245
Guachochi,Chihuahua,26.8194,-107.07,1484533430
Tlayacapan,Morelos,18.9556,-98.9811,1484386110
Chiconquiaco,Veracruz,19.75,-96.8167,1484230887
Nacozari Viejo,Sonora,30.3833,-109.6833,1484108383
Churumuco de Morelos,Michoacán,18.6167,-101.6333,1484004930
Santa Rosalia,Baja California Sur,27.3389,-112.2669,1484950775
Tianguistengo,Hidalgo,20.7278,-98.6289,1484089008
San Andres Timilpan,México,19.8667,-99.7333,1484996853
El Barrio de la Soledad,Oaxaca,16.8,-95.1167,1484814019
Cienega de Flores,Nuevo León,25.95,-100.1833,1484782533
Bochil,Chiapas,16.9833,-92.9167,1484171114
Almoloya de Alquisiras,México,18.85,-99.85,1484855096
Juan Aldama,Zacatecas,24.291,-103.394,1484898373
Grajales,Puebla,19.25,-97.7833,1484035729
Santiago Jocotepec,Oaxaca,17.5833,-95.8833,1484170405
Tepoztlan,Morelos,18.9853,-99.0997,1484948191
Charcas,San Luis Potosí,23.1261,-101.1128,1484233945
Santiago de Anaya,Hidalgo,20.3844,-98.9647,1484062040
Ezequiel Montes,Querétaro,20.6667,-99.8833,1484350732
Mazamitla,Jalisco,19.9153,-103.0208,1484841788
Polotitlan de la Ilustracion,México,20.2253,-99.8154,1484418357
Union de Tula,Jalisco,19.957,-104.268,1484444951
Tampamolon Corona,San Luis Potosí,21.5667,-98.8167,1484813967
San Pedro Pochutla,Oaxaca,15.7476,-96.4666,1484815091
Aldama,Tamaulipas,22.9194,-98.0736,1484835121
Guerrero Negro,Baja California Sur,27.9589,-114.0561,1484879768
Tapilula,Chiapas,17.25,-93.0167,1484306142
Ixcatepec,Veracruz,21.2333,-98.0,1484476969
Chalma,Veracruz,21.2167,-98.4,1484039198
Ilamatlan,Veracruz,20.7833,-98.45,1484806313
Ascension,Chihuahua,31.0928,-107.9964,1484659928
Villa Union,Sinaloa,23.1883,-106.2158,1484310975
Cadereyta,Querétaro,20.7,-99.8167,1484014263
Soyaniquilpan,México,19.9892,-99.4361,1484895616
Miahuatlan,Puebla,18.2833,-97.2833,1484451722
Villa Juarez,Sonora,27.1278,-109.8426,1484467834
Santa Maria Jalapa del Marques,Oaxaca,16.4401,-95.4434,1484628971
Singuilucan,Hidalgo,19.9675,-98.5178,1484024966
Mazatlan Villa de Flores,Oaxaca,18.0167,-96.9167,1484893255
La Crucecita,Oaxaca,15.7753,-96.1425,1484030886
Tezontepec,Hidalgo,19.8833,-98.8167,1484120923
Nacozari de Garcia,Sonora,30.3736,-109.6864,1484112459
Chapantongo,Hidalgo,20.2833,-99.4,1484970395
Valparaiso,Zacatecas,22.7667,-103.5667,1484885454
Ayutla,Jalisco,20.0333,-104.4333,1484883782
Nuevo Ideal,Durango,24.8875,-105.0728,1484407989
Vicente Guerrero,Baja California,30.7264,-115.9903,1484159343
Santa Cruz Amilpas,Oaxaca,17.0667,-96.6833,1484665188
Pueblo Nuevo,Chiapas,17.15,-92.9,1484535200
Huazalingo,Hidalgo,21.8156,-98.5078,1484658282
Santiago Amoltepec,Oaxaca,16.6167,-97.5,1484936827
Isla Mujeres,Quintana Roo,21.2333,-86.7333,1484856745
Maxcanu,Yucatán,20.5833,-89.9833,1484052886
Xalpatlahuac,Guerrero,17.3333,-98.65,1484565396
El Fuerte,Sinaloa,26.4214,-108.62,1484950387
Progreso,Baja California,32.5842,-115.5842,1484104363
Bacalar,Quintana Roo,18.6769,-88.3953,1484206678
Villa Sola de Vega,Oaxaca,16.5125,-96.9806,1484921061
Eloxochitlan,Puebla,18.5088,-96.9227,1484796183
Santa Ana Maya,Michoacán,20.0,-101.0167,1484004080
San Pedro Jicayan,Oaxaca,16.4167,-97.9833,1484151830
Santa Ana,Sonora,30.5406,-111.1205,1484002576
San Miguel Xoxtla,Puebla,19.1833,-98.3,1484989109
Mecatlan,Veracruz,20.2135,-97.6574,1484471160
Emiliano Zapata,Hidalgo,19.65,-98.55,1484053015
Pantepec,Chiapas,17.1833,-93.05,1484062153
Tzintzuntzan,Michoacán,19.6283,-101.5789,1484799786
Juchipila,Zacatecas,21.4103,-103.1175,1484952476
Cuichapa,Veracruz,18.7667,-96.8667,1484015677
Tempoal de Sanchez,Veracruz,21.5167,-98.3833,1484011037
La Magdalena Chichicaspa,México,19.4181,-99.3228,1484790302
Cocotitlan,México,19.2167,-98.85,1484387908
Citlaltepec,Veracruz,21.3366,-97.8784,1484014771
Yecuatla,Veracruz,19.8667,-96.7833,1484655912
San Carlos Yautepec,Oaxaca,16.5,-96.1,1484274293
Jacala,Hidalgo,21.0053,-99.1719,1484527650
El Parral,Chiapas,16.3662,-93.0067,1484888163
Panuco de Coronado,Durango,24.5392,-104.3253,1484921271
Ojuelos de Jalisco,Jalisco,21.8667,-101.5833,1484896796
Jaltenango,Chiapas,15.8725,-92.725,1484260963
San Fernando,Chiapas,16.8717,-93.2063,1484329029
Abasolo,Tamaulipas,24.0559,-98.3733,1484491384
San Juan del Rio del Centauro del Norte,Durango,24.7667,-104.4667,1484372713
Chiautla de Tapia,Puebla,18.3,-98.6039,1484573116
Jose Maria Morelos,Quintana Roo,19.75,-88.7,1484872600
Tolcayuca,Hidalgo,19.95,-98.9167,1484403443
San Nicolas de los Ranchos,Puebla,19.0667,-98.4833,1484875886
Angel R. Cabada,Veracruz,18.5969,-95.4453,1484667573
San Pedro Ixcatlan,Oaxaca,18.15,-96.5,1484497758
Mixtla de Altamirano,Veracruz,18.6,-97.0,1484655126
Tlachichilco,Veracruz,20.6217,-98.1994,1484876244
Tepetzintla,Puebla,19.9667,-97.8333,1484778629
Santa Cruz Itundujia,Oaxaca,16.8667,-97.65,1484802157
Jiquipilas,Chiapas,16.6677,-93.6505,1484691049
Huandacareo,Michoacán,19.9906,-101.275,1484155611
Espita,Yucatán,21.0128,-88.3047,1484433962
Epazoyucan,Hidalgo,20.0177,-98.6361,1484543443
Olintla,Puebla,20.1,-97.6833,1484975870
Muna,Yucatán,20.48,-89.72,1484692677
Sonoita,Sonora,31.8614,-112.8544,1484032951
Ajijic,Jalisco,20.3,-103.2833,1484699000
Tlacolulan,Veracruz,19.6667,-97.0,1484260116
Zaragoza,Veracruz,17.9531,-94.6414,1484089470
Villa Purificacion,Jalisco,19.8167,-104.7333,1484448303
Amatenango del Valle,Chiapas,16.5167,-92.4,1484632903
San Pablo Atlazalpan,México,19.2172,-98.909,1484948651
Anenecuilco,Morelos,18.7781,-98.985,1484003918
Gonzalez,Tamaulipas,22.8281,-98.4306,1484835501
Temamatla,México,19.2028,-98.87,1484069603
Pihuamo,Jalisco,18.95,-103.167,1484848423
Zaragoza,Coahuila,28.4869,-100.9175,1484517254
Jamapa,Veracruz,19.0411,-96.2411,1484467927
Candelaria,Campeche,18.1835,-91.0463,1484925669
Mineral de Angangueo,Michoacán,19.6167,-100.2833,1484121857
San Luis de La Loma,Guerrero,17.2714,-100.8911,1484748421
La Trinitaria,Chiapas,16.1203,-92.0408,1484842922
Joquicingo,México,19.0556,-99.5467,1484561507
Tezoatlan de Segura y Luna,Oaxaca,17.65,-97.8167,1484633645
Saucillo,Chihuahua,28.0333,-105.2833,1484590798
Tixkokob,Yucatán,21.0022,-89.3936,1484306905
Acanceh,Yucatán,20.8133,-89.4524,1484170180
Alamos,Sonora,27.0275,-108.94,1484052656
Nacajuca,Tabasco,18.1692,-93.0197,1484698021
Texcatepec,Veracruz,20.5833,-98.3667,1484575888
Soyalo,Chiapas,16.9333,-92.9833,1484806087
Villa Corzo,Chiapas,16.1848,-93.2677,1484270020
Totolapan,Morelos,18.9869,-98.9197,1484963370
Emiliano Zapata,Chiapas,16.5392,-92.8967,1484357716
Villa Union,Durango,23.9667,-104.0333,1484796365
Santa Barbara,Chihuahua,26.8133,-105.8203,1484698134
Santa Catarina Ayotzingo,México,19.2647,-98.8975,1484300687
Almoloya,Hidalgo,19.7,-98.4,1484494575
Escuintla,Chiapas,15.3333,-92.6333,1484508510
Altamirano,Chiapas,16.7361,-92.0389,1484175446
San Ignacio Cohuirimpo,Sonora,27.05,-109.4167,1484235510
Tenango del Aire,México,19.1575,-98.8581,1484285163
San Juanito,Chihuahua,27.97,-107.6003,1484053518
Tierra Colorada,Guerrero,17.1656,-99.5264,1484516715
Candelaria Loxicha,Oaxaca,15.9167,-96.4833,1484628588
Coacoatzintla,Veracruz,19.65,-96.9333,1484309288
Las Veredas,Baja California Sur,23.1503,-109.7061,1484096349
Santiago Tangamandapio,Michoacán,19.95,-102.4333,1484550468
Teotlaltzingo,Puebla,19.2333,-98.4833,1484592594
Santiago Suchilquitongo,Oaxaca,17.25,-96.8833,1484773312
Cuatro Cienegas de Carranza,Coahuila,26.9861,-102.0664,1484012996
Molango,Hidalgo,20.7844,-98.7175,1484340479
Coroneo,Guanajuato,20.1333,-100.3333,1484498281
Canatlan,Durango,24.52,-104.78,1484221814
Teocuitatlan de Corona,Jalisco,20.0167,-103.1833,1484087600
Agua Blanca Iturbide,Hidalgo,20.35,-98.35,1484459690
Hecelchakan,Campeche,20.1667,-90.1333,1484700920
Jaltocan,Hidalgo,21.1333,-98.5383,1484352270
Chavinda,Michoacán,20.0167,-102.45,1484159886
Minatitlan,Colima,19.3833,-104.05,1484015579
Tlalixtac de Cabrera,Oaxaca,17.0667,-96.65,1484878072
Tetela del Volcan,Morelos,18.8931,-98.7297,1484343325
San Blas,Nayarit,21.5397,-105.2856,1484142814
Akil,Yucatán,20.2656,-89.3478,1484515773
Mexicaltzingo,México,19.2092,-99.5858,1484468778
Cuapiaxtla de Madero,Puebla,18.9167,-97.8167,1484036948
La Mision,Hidalgo,21.1,-99.1333,1484006779
Chichihualco,Guerrero,17.655,-99.674,1484534707
Ciudad Tula,Tamaulipas,23.0,-99.72,1484516323
Parilla,Tabasco,17.9119,-92.9175,1484710529
Benemerito,Chiapas,16.5158,-90.6533,1484889494
Huejuquilla el Alto,Jalisco,22.6256,-103.8964,1484316706
Pajacuaran,Michoacán,20.1178,-102.5667,1484044014
San Pedro Huamelula,Oaxaca,16.0167,-95.6667,1484802560
Platon Sanchez,Veracruz,21.2833,-98.3667,1484193492
China,Nuevo León,25.7033,-99.2365,1484761202
San Nicolas Buenos Aires,Puebla,19.1667,-97.55,1484819352
Tzucacab,Yucatán,20.0708,-89.0506,1484877569
Anahuac,Chihuahua,28.48,-106.7442,1484106283
Cuicatlan,Oaxaca,17.8,-96.95,1484474019
Coycoyan de las Flores,Guerrero,17.2667,-98.2667,1484976767
Jilotlan de los Dolores,Jalisco,19.3719,-103.0193,1484298923
Huichapan,Hidalgo,20.3733,-99.6489,1484054165
Cuencame de Ceniceros,Durango,24.8667,-103.7,1484919654
Tekit,Yucatán,20.5322,-89.3314,1484351882
Etchojoa,Sonora,26.8667,-109.65,1484867357
Ciudad Cuauhtemoc,Veracruz,21.2833,-98.3667,1484666501
Santo Tomas de los Platanos,México,19.1817,-100.2589,1484531949
Pueblo Viejo,México,19.179,-100.2984,1484057384
San Gregorio Atzompa,Puebla,19.0224,-98.3445,1484057992
Tepetlan,Veracruz,19.6667,-96.8,1484555085
Comala,Colima,19.3208,-103.7603,1484287042
Tila,Chiapas,17.3006,-92.4259,1484810186
Xicotencatl,Tamaulipas,22.9958,-98.9447,1484154416
Villa Aldama,Veracruz,19.65,-97.2333,1484465521
Cuervos,Baja California,32.6308,-114.8569,1484208189
Lototla,Hidalgo,20.8392,-98.7178,1484853725
Chanal,Chiapas,16.6601,-92.2599,1484260225
Tlahualilo de Zaragoza,Durango,26.1083,-103.4431,1484368402
Seybaplaya,Campeche,19.6394,-90.6883,1484152587
Caracuaro,Michoacán,19.0167,-101.1261,1484202131
Santa Maria Jacatepec,Oaxaca,17.85,-96.2,1484347290
San Juanito de Escobedo,Jalisco,20.8,-104.0,1484130165
Halacho,Yucatán,20.4764,-90.0819,1484161200
